"ProbeSetID"	"FC"	"FDR"	"neg.log10.FDR"
"1552322_PM_at"	0.0171512913043479	0.898299372699008	0.0465789035956591
"1552323_PM_s_at"	-0.115817196521739	0.763850972440099	0.116991364146996
"1552325_PM_at"	-0.0814055947826087	0.592844934722067	0.227058886401444
"1552326_PM_a_at"	-0.0077595695652174	0.963021015313762	0.0163642354764858
"1552327_PM_at"	0.0229019686956522	0.811267222586093	0.0908360703521786
"1552329_PM_at"	-0.347888663478261	0.431632563231622	0.364885798701033
"1552330_PM_at"	-0.107145554782609	0.639915513323261	0.193877361202965
"1552332_PM_at"	0.0906615330434783	0.664557974298367	0.177467126354638
"1552334_PM_at"	-0.146626554347826	0.619270567251786	0.208119560687821
"1552335_PM_at"	0.10255988	0.65245349924391	0.185450435317517
"1552337_PM_s_at"	-0.0421493630434782	0.624979779391094	0.204134033601411
"1552338_PM_at"	-0.000964439999999965	0.996193296733362	0.00165638490990537
"1552340_PM_at"	0.156397057391304	0.103027440371626	0.987047089714038
"1552343_PM_s_at"	-0.396832389565217	0.120564249128047	0.918781454287117
"1552344_PM_s_at"	-0.0598532113043478	0.909407738994429	0.0412413543003905
"1552347_PM_at"	-0.298052817826087	0.0171080964564839	1.76679830982973
"1552348_PM_at"	-0.261118307391304	0.753456116953291	0.12294203693929
"1552349_PM_a_at"	-0.102795004347826	0.812476034260599	0.0901894406160186
"1552354_PM_at"	0.0229962317391304	0.919909264911794	0.0362550071016713
"1552355_PM_s_at"	0.0363557421739131	0.835519112601628	0.0780436111177069
"1552359_PM_at"	-0.011605926521739	0.900046577592222	0.04573501515194
"1552360_PM_a_at"	-0.117022920434783	0.574795523012469	0.240486623172732
"1552362_PM_a_at"	-0.088820612173913	0.635750953670094	0.196712979680215
"1552364_PM_s_at"	0.068676544347826	0.739511102294984	0.131055301546394
"1552365_PM_at"	-0.0565716795652174	0.406579034546847	0.390855019734792
"1552367_PM_a_at"	0.0641005095652174	0.433281297792494	0.363230056501771
"1552368_PM_at"	0.0816822769565218	0.363462006580212	0.439540980114267
"1552370_PM_at"	-0.130369397826087	0.74304678289506	0.128983841806648
"1552372_PM_at"	-0.0354836086956523	0.669222329032601	0.17442957695372
"1552373_PM_s_at"	0.00778102956521738	0.95181449330059	0.0214476864751176
"1552375_PM_at"	-0.0534971404347826	0.862339894112842	0.0643215218289807
"1552377_PM_s_at"	0.0256988591304348	0.907084406959702	0.0423522986386532
"1552378_PM_s_at"	-0.0547183139130435	0.706768571829915	0.150722770688066
"1552379_PM_at"	0.00821461086956522	0.945859822970651	0.0241732215487362
"1552381_PM_at"	0.0170720713043478	0.799564578495272	0.0971464538045312
"1552383_PM_at"	0.0733535239130434	0.806641532029567	0.0933194209759194
"1552384_PM_a_at"	0.0276451221739131	0.874357022109764	0.0583111977181138
"1552386_PM_at"	-0.256641347826087	0.209376858839303	0.679071319953081
"1552388_PM_at"	0.00381388782608696	0.987462130316224	0.0054795508002961
"1552389_PM_at"	-0.0414880739130435	0.649071477423444	0.187707474938778
"1552390_PM_a_at"	0.0350174526086957	0.719468964554356	0.142987935311103
"1552391_PM_at"	0.0223281652173913	0.886487358112164	0.0523274533414339
"1552393_PM_at"	0.0354112652173914	0.756503344220362	0.121189147781919
"1552394_PM_a_at"	0.0448634786956522	0.548017760547912	0.261205366364238
"1552395_PM_at"	0.0499619639130435	0.812362212485487	0.090250286265155
"1552396_PM_at"	-0.0902570760869565	0.408163903230075	0.389165405600274
"1552398_PM_a_at"	0.178234039565217	0.62200021105527	0.206209467945639
"1552399_PM_a_at"	-0.0498737265217391	0.732420509709168	0.135239502807257
"1552400_PM_a_at"	0.112818411304348	0.172262181506801	0.763810057233824
"1552401_PM_a_at"	0.0765207456521739	0.503325900135043	0.298150721110276
"1552402_PM_at"	-0.00526676478260868	0.978623537016182	0.00938434317109184
"1552405_PM_at"	0.125942933913044	0.405067669211157	0.392472418982606
"1552408_PM_at"	0.0313273108695652	0.76425143851542	0.116763735148526
"1552409_PM_a_at"	-0.0562810691304348	0.74646109720031	0.126992821176046
"1552410_PM_at"	0.0953097186956522	0.576939148383812	0.238869990856008
"1552411_PM_at"	0.135137132608696	0.536193371330538	0.270678559268402
"1552412_PM_a_at"	-0.0378648960869566	0.663058687088445	0.178448030643955
"1552414_PM_at"	-0.0333268773913043	0.849349302616093	0.0709136654682216
"1552415_PM_a_at"	0.0628957539130435	0.602245847320266	0.22022618592009
"1552417_PM_a_at"	0.0508630721739131	0.88816741865409	0.0515051624371396
"1552418_PM_at"	0.00333470391304352	0.986106580627421	0.00607614299301357
"1552419_PM_s_at"	0.0490257208695653	0.79404660718885	0.10015400556927
"1552421_PM_a_at"	-0.0395487513043478	0.720663273322698	0.142267610033958
"1552422_PM_at"	0.0546879656521739	0.42747885738393	0.36908536011372
"1552423_PM_at"	-0.08817248	0.771536457669207	0.112643547254152
"1552424_PM_at"	0.00205217304347821	0.990285445416169	0.00423960388640369
"1552425_PM_a_at"	-0.00252704304347824	0.98715763350258	0.00561349181455513
"1552426_PM_a_at"	-0.165259448695652	0.690990584312277	0.160527870439234
"1552427_PM_at"	0.0613032856521739	0.752149760101497	0.123695678676679
"1552430_PM_at"	0.0464447047826087	0.573707837517838	0.241309217108148
"1552432_PM_at"	0.0944194056521739	0.619218187327446	0.20815629628519
"1552436_PM_a_at"	0.0622783908695651	0.670860588355732	0.173367721259308
"1552438_PM_a_at"	0.0341945282608695	0.818614462016862	0.0869205871783616
"1552439_PM_s_at"	-0.0455879239130435	0.595346391139568	0.225230274627937
"1552440_PM_at"	0.0736538039130435	0.576484698469286	0.239212215617411
"1552445_PM_a_at"	0.0215182034782609	0.881007201920685	0.0550205413704397
"1552448_PM_a_at"	-0.04895921	0.544875115602528	0.263703025832879
"1552449_PM_a_at"	0.181405836086956	0.208694461644309	0.680489076134502
"1552450_PM_a_at"	0.0926618395652174	0.46023792052274	0.337017601236032
"1552452_PM_at"	0.0553991339130435	0.592036670164587	0.22765139267419
"1552453_PM_a_at"	-0.00733774869565217	0.9570288800492	0.0190749564167224
"1552455_PM_at"	0.0346341304347826	0.676289558314091	0.169867317885288
"1552456_PM_a_at"	0.146929659130435	0.107781076343985	0.967457483683775
"1552457_PM_a_at"	-0.0176512091304348	0.885836655886289	0.0526463525906968
"1552458_PM_at"	-0.00873751608695651	0.958401209144551	0.0184526470369059
"1552459_PM_a_at"	0.0546469152173913	0.51615071454465	0.287223467097807
"1552461_PM_at"	0.0392033626086957	0.672284164710612	0.172447118196108
"1552463_PM_at"	-0.0473348952173913	0.684508691459985	0.164621033097344
"1552466_PM_x_at"	-0.0621264947826088	0.814499910223227	0.0891089592247895
"1552467_PM_at"	0.11909131173913	0.444250816229173	0.352371765585688
"1552468_PM_a_at"	0.0811917334782608	0.397233384013702	0.400954259965978
"1552470_PM_a_at"	0.108418633478261	0.392258908181359	0.406427184821771
"1552472_PM_a_at"	0.350255570434783	0.164865803665642	0.782869416031811
"1552473_PM_at"	-0.0420413113043478	0.86027888249279	0.0653607377169993
"1552474_PM_a_at"	0.00848382391304341	0.978910272547811	0.00925711404285477
"1552476_PM_s_at"	0.00992135304347824	0.955223660643289	0.01989492871936
"1552477_PM_a_at"	0.0905664086956521	0.411920464113044	0.385186631858574
"1552478_PM_a_at"	-0.0170833117391304	0.928561602195342	0.0321892792090078
"1552480_PM_s_at"	0.234656083478261	0.664297010615374	0.177637701910654
"1552481_PM_s_at"	0.0964516504347826	0.654551861655017	0.184055937595595
"1552482_PM_at"	0.0801616291304347	0.571343085365572	0.243103024266129
"1552484_PM_at"	0.111602952173913	0.480676407911501	0.318147192964525
"1552485_PM_at"	0.815045498695652	0.0457226796068221	1.3398683254256
"1552486_PM_s_at"	0.719881712608696	0.0610444900118861	1.21435353016998
"1552487_PM_a_at"	0.0302690543478261	0.748809507703366	0.125628649957861
"1552489_PM_s_at"	0.00529923739130443	0.968656735120121	0.0138300975153744
"1552490_PM_at"	0.0558084886956522	0.701591595752366	0.153915621951356
"1552491_PM_at"	0.0765820573913043	0.688499568186997	0.162096327787687
"1552493_PM_s_at"	0.0232187447826087	0.883047057149462	0.0540161524634213
"1552494_PM_at"	-0.00271385434782609	0.989857518955588	0.00442731366971508
"1552496_PM_a_at"	0.0128280039130434	0.956071820542775	0.0195094821027344
"1552497_PM_a_at"	-0.16120186	0.21045138367143	0.676848214516143
"1552498_PM_at"	0.0665678686956521	0.654551861655017	0.184055937595595
"1552499_PM_a_at"	-0.00247404869565213	0.987145570211165	0.00561879902459798
"1552501_PM_a_at"	0.531829797826087	0.116859436217012	0.932336213254498
"1552502_PM_s_at"	-0.0140031791304347	0.890853517167873	0.0501937010311813
"1552503_PM_at"	0.0608794621739131	0.690510210599405	0.160829895109691
"1552504_PM_a_at"	0.0789194756521739	0.584956520927164	0.232876413273645
"1552506_PM_at"	0.0706881869565217	0.508152763700436	0.294005708072932
"1552507_PM_at"	-0.00576431217391301	0.961537228433912	0.017033896250859
"1552508_PM_at"	0.0943042578260869	0.385155969246029	0.414363366943315
"1552509_PM_a_at"	0.055845662173913	0.577119598105935	0.238734177459236
"1552510_PM_at"	0.157454398695652	0.355889790025059	0.448684471112145
"1552511_PM_a_at"	-0.0168732217391304	0.827127354008295	0.0824276163424746
"1552514_PM_at"	0.141767555217391	0.146946721638369	0.832840098534873
"1552515_PM_at"	-0.0063423960869565	0.979233614225705	0.00911368688338655
"1552516_PM_a_at"	0.0103245286956522	0.98827514131495	0.00512212857065802
"1552518_PM_s_at"	-0.0647673878260869	0.705741053174505	0.151354618787238
"1552519_PM_at"	-0.0089207391304348	0.964557424482056	0.0156719117284447
"1552520_PM_at"	-0.00420331913043477	0.982682476578165	0.00758678831885315
"1552521_PM_a_at"	-0.0148691391304348	0.87190229132257	0.0595321810273291
"1552522_PM_at"	0.0700178826086957	0.274300822528658	0.561772890101917
"1552523_PM_a_at"	-0.0516951669565218	0.670860588355732	0.173367721259308
"1552524_PM_at"	0.0403086069565217	0.838323099877073	0.0765885667520232
"1552526_PM_at"	0.0788700604347827	0.501667090915206	0.299584387516601
"1552528_PM_at"	0.0601140791304348	0.713267345371161	0.146747658286537
"1552531_PM_a_at"	-0.0457913586956522	0.701823807622375	0.153771903513529
"1552532_PM_a_at"	0.0436024113043479	0.734236223458134	0.134164193436068
"1552535_PM_at"	0.03266137	0.828415280304838	0.0817518990460042
"1552536_PM_at"	-0.0509068891304347	0.944889452989159	0.0246189986496192
"1552538_PM_a_at"	0.0788141726086957	0.453056132915698	0.34384798627576
"1552540_PM_s_at"	0.0906197326086957	0.59279324006145	0.227096757492881
"1552541_PM_at"	0.171283055652174	0.247822690777508	0.605858931905446
"1552542_PM_s_at"	0.0743392373913043	0.796478619495834	0.0988258778159026
"1552543_PM_a_at"	0.0173683491304348	0.925747378340958	0.0335075091717605
"1552544_PM_at"	0.0639274291304347	0.424008218743878	0.372625725198492
"1552546_PM_a_at"	-0.0293487221739131	0.881425215407593	0.0548145295513827
"1552548_PM_at"	0.114820557826087	0.41085143465599	0.386315192170722
"1552549_PM_a_at"	0.104855072173913	0.585969378092404	0.232125078986994
"1552552_PM_s_at"	-0.14484493826087	0.467912174240215	0.329835655093
"1552553_PM_a_at"	0.604602619130435	0.0603288457722319	1.21947498364341
"1552554_PM_a_at"	0.270087371304348	0.244055040859099	0.612512217736278
"1552555_PM_at"	0.0472385673913043	0.677519443734252	0.169078236711383
"1552557_PM_a_at"	0.00367562652173917	0.983982350098387	0.00701269153168991
"1552558_PM_a_at"	0.163810998695652	0.523191735358498	0.281339124998293
"1552559_PM_a_at"	0.0798127243478261	0.523508999544912	0.281075848046075
"1552562_PM_at"	-0.115382477826087	0.519000233868233	0.284832446452775
"1552563_PM_a_at"	0.0184607678260868	0.969783652318529	0.0133251410780882
"1552564_PM_at"	-0.0124934565217391	0.956581611624129	0.0192779718300683
"1552566_PM_at"	-0.0259982795652174	0.847079120323656	0.072076023063421
"1552568_PM_at"	-0.0119388830434783	0.958401209144551	0.0184526470369059
"1552569_PM_a_at"	0.0196509178260869	0.90833858222838	0.0417522385001367
"1552570_PM_at"	0.0529951391304349	0.395931936280744	0.402379466191442
"1552572_PM_a_at"	0.0339799317391305	0.657947402463891	0.181808823305069
"1552573_PM_s_at"	0.019839485652174	0.885754615912883	0.0526865757599327
"1552575_PM_a_at"	0.00296080956521736	0.985126075036376	0.00650818555436346
"1552576_PM_at"	0.169211135652174	0.307591617493163	0.512025504130908
"1552578_PM_a_at"	-0.00568860130434778	0.977869388569407	0.00971914890527894
"1552579_PM_a_at"	0.0187589378260869	0.906100567276999	0.0428235976989026
"1552580_PM_at"	0.00999221	0.967721451019468	0.0142496320447553
"1552582_PM_at"	-0.0119812973913044	0.94492721611331	0.0246016421338169
"1552583_PM_s_at"	0.201426070869565	0.66879124027376	0.174709423855049
"1552584_PM_at"	0.262558926521739	0.0934276725964146	1.02952446985217
"1552585_PM_s_at"	-0.00162030478260873	0.991968129484534	0.00350228088145514
"1552586_PM_at"	0.0683517856521739	0.661885001551289	0.179217460001558
"1552587_PM_at"	0.0269771456521739	0.815966752777094	0.0883275365642869
"1552588_PM_a_at"	-0.104625615217391	0.0933583239956667	1.02984695351332
"1552590_PM_a_at"	0.0356065526086957	0.786448830955112	0.104329528802623
"1552592_PM_at"	-0.0243345530434783	0.890933904053996	0.0501545138861061
"1552594_PM_at"	0.0231884104347826	0.900809081673575	0.0453672440504129
"1552596_PM_at"	0.12124497826087	0.38011343377342	0.42008678151352
"1552598_PM_at"	-0.00850841739130434	0.957719709631605	0.0187615748164337
"1552599_PM_at"	0.0256050721739131	0.828318999579751	0.0818023768904887
"1552602_PM_at"	0.0381370760869565	0.78813017843791	0.10340204252583
"1552604_PM_at"	-0.0253062639130434	0.814525749340074	0.0890951819269317
"1552605_PM_s_at"	0.0803570291304348	0.420810396107054	0.375913539490831
"1552607_PM_at"	-0.118394662173913	0.595108896028524	0.225403557604098
"1552608_PM_at"	0.00245323304347823	0.990210894215141	0.00427229990769204
"1552609_PM_s_at"	0.0545733730434783	0.635611500340079	0.196808253552367
"1552610_PM_a_at"	-0.0479880378260869	0.799758865523606	0.0970409369560895
"1552611_PM_a_at"	-0.041883699130435	0.924373707989653	0.0341524156782144
"1552612_PM_at"	0.0828706291304346	0.867698683311421	0.0616310615674609
"1552613_PM_s_at"	0.0675439013043477	0.905508961042777	0.0431072474899852
"1552615_PM_at"	0.0106409769565218	0.980130288497836	0.00871618980273165
"1552616_PM_a_at"	0.0927505913043479	0.508860913653367	0.293400906636197
"1552617_PM_a_at"	0.230044493913043	0.350531486932847	0.455272964895611
"1552618_PM_at"	0.164912036086956	0.0975363409671409	1.01083354080501
"1552619_PM_a_at"	-0.020951967826087	0.855716549282286	0.0676700688141705
"1552620_PM_at"	0.11445678	0.426513314840934	0.370067406532368
"1552621_PM_at"	-0.29586602	0.238387450218417	0.62271661153395
"1552622_PM_s_at"	-0.367005010434783	0.166481838084073	0.778633137833891
"1552623_PM_at"	0.069789276521739	0.844962769351367	0.0731624264603354
"1552625_PM_a_at"	-0.118262114347826	0.728089613585814	0.137815164243749
"1552626_PM_a_at"	0.0290679873913043	0.797594602424131	0.0982177936950808
"1552627_PM_a_at"	0.154875754782609	0.424045613206526	0.372587425250586
"1552628_PM_a_at"	0.0978537969565218	0.368823628313884	0.433181264089047
"1552629_PM_a_at"	-0.00238822652173915	0.988694684572837	0.00493780069456262
"1552630_PM_a_at"	0.0380609491304348	0.824950976767199	0.0835718589071407
"1552631_PM_a_at"	0.100743800869565	0.553394060327899	0.256965506526222
"1552632_PM_a_at"	-0.365438605652174	0.120335246640116	0.91960714756216
"1552633_PM_at"	-0.153156530869565	0.342354093752234	0.465524474621912
"1552634_PM_a_at"	-0.156120813043478	0.495963913041138	0.304549922173632
"1552637_PM_at"	-0.0428896613043478	0.74202995004943	0.129578565234858
"1552639_PM_at"	0.238403789130435	0.174738604665315	0.757611136568481
"1552641_PM_s_at"	0.0071928756521739	0.983797890753087	0.00709411289609922
"1552643_PM_at"	-0.0975968469565218	0.771523633122001	0.112650766195421
"1552644_PM_a_at"	-0.0560885482608697	0.841511487404223	0.074939951129377
"1552646_PM_at"	0.043241656521739	0.896861716133625	0.0472745140905429
"1552648_PM_a_at"	-0.121747733913043	0.351207246632992	0.454436531660434
"1552649_PM_a_at"	0.112245826086956	0.525801849504906	0.279177890598689
"1552651_PM_a_at"	0.145188413043478	0.595369335148499	0.2252135377087
"1552652_PM_at"	0.0260399234782609	0.889368481344882	0.0509182657354602
"1552656_PM_s_at"	0.064339157826087	0.852517623854011	0.069296634196541
"1552657_PM_a_at"	0.0652616443478261	0.704628039551716	0.152040078753
"1552658_PM_a_at"	0.0356852460869565	0.68498805602521	0.16431700113176
"1552660_PM_a_at"	-0.0443113213043478	0.894918853661723	0.0482163423429047
"1552661_PM_at"	-0.0176389039130434	0.870846667021244	0.0600583059897372
"1552662_PM_a_at"	0.0825390047826087	0.363173574254218	0.439885759746492
"1552663_PM_a_at"	-0.0189207391304348	0.952811795453155	0.0209928750889774
"1552664_PM_at"	0.0238919713043478	0.9570288800492	0.0190749564167224
"1552665_PM_at"	-0.0149742569565218	0.952937655467408	0.0209355115045509
"1552666_PM_a_at"	0.0370696365217392	0.766948390201861	0.115233859785919
"1552667_PM_a_at"	0.248891584782609	0.260537110802421	0.584130407225089
"1552669_PM_at"	0.0290796782608696	0.835918845631021	0.0778358835722668
"1552670_PM_a_at"	0.0943217956521739	0.828261767343199	0.0818323852607748
"1552671_PM_a_at"	0.0368859747826087	0.900512465106431	0.0455102711959509
"1552672_PM_a_at"	-0.0347079952173913	0.851443189404732	0.0698443240385841
"1552673_PM_at"	0.0540900213043478	0.595357982331005	0.225221819144625
"1552674_PM_at"	0.0457859700000001	0.636769070392746	0.196018039623372
"1552675_PM_at"	-0.0241171878260869	0.873397746448618	0.0587879329850846
"1552676_PM_at"	-0.00167846434782604	0.992164864528192	0.00341615667063308
"1552677_PM_a_at"	-0.139029200869565	0.398930480694091	0.399102779705404
"1552678_PM_a_at"	-0.197817467391304	0.345639762631683	0.461376301788669
"1552680_PM_a_at"	0.0144484052173913	0.969847189126222	0.0132966885659925
"1552682_PM_a_at"	0.0407418004347826	0.702236964684552	0.153516313668729
"1552684_PM_a_at"	0.0669953865217391	0.521899722209438	0.282412934305567
"1552685_PM_a_at"	0.0903882239130434	0.664746631061747	0.177343854996772
"1552686_PM_at"	0.124919416086956	0.559991239971909	0.25181876667526
"1552687_PM_a_at"	-0.0111341160869565	0.936224600453449	0.0286199514367133
"1552689_PM_at"	0.0613872204347826	0.744763423340327	0.127981660479355
"1552690_PM_a_at"	-0.0674943113043479	0.671963622756137	0.17265423716031
"1552691_PM_at"	0.269597425217391	0.319971391378753	0.494888850185612
"1552693_PM_at"	0.16500332173913	0.171908459750488	0.764702750814094
"1552694_PM_at"	-0.0205353152173914	0.887155680465099	0.0520001623167619
"1552695_PM_a_at"	0.00740262173913041	0.968780677577219	0.0137745318233816
"1552696_PM_at"	-0.123467595652174	0.0902150957439861	1.0447207856313
"1552698_PM_at"	0.00892792695652171	0.964532854765755	0.0156829744478278
"1552701_PM_a_at"	1.00543416086957	0.0464509886415897	1.33300503824692
"1552703_PM_s_at"	0.631823250869565	0.100497312457578	0.997845552178321
"1552705_PM_at"	-0.0830917369565218	0.363670762550001	0.439291612812768
"1552708_PM_a_at"	0.0313027865217391	0.774730907729389	0.110849117599091
"1552711_PM_a_at"	0.014149331304348	0.958487533745944	0.018413531258067
"1552712_PM_a_at"	-0.070890277826087	0.425734839733992	0.370860808161832
"1552713_PM_a_at"	0.199659045217391	0.719632354122059	0.142889319338706
"1552714_PM_at"	0.0469362986956521	0.722489440994637	0.141168495632
"1552715_PM_a_at"	0.0251403926086957	0.85122309266612	0.0699566029984755
"1552716_PM_at"	-0.0925424934782609	0.463265048667773	0.334170464189912
"1552717_PM_s_at"	0.02114895	0.93823128793789	0.0276900883871493
"1552718_PM_at"	0.129005258695652	0.427617881361409	0.368944142531971
"1552719_PM_at"	-0.0333633208695652	0.930535078354004	0.0312672506380714
"1552721_PM_a_at"	-0.0085239682608696	0.94636214134955	0.0239426417231634
"1552722_PM_at"	0.00293921913043479	0.98695915439838	0.00570082036628611
"1552724_PM_at"	-0.0354125360869565	0.865180716228722	0.0628931689934499
"1552725_PM_s_at"	-0.0233357786956522	0.854541145601647	0.0682670214423138
"1552726_PM_at"	0.00444892565217397	0.980447527461624	0.00857564436607646
"1552727_PM_s_at"	-0.0166415547826087	0.902152620800345	0.044719984892128
"1552729_PM_at"	-0.158264392608696	0.505616917731352	0.296178403170187
"1552730_PM_at"	0.0913660265217391	0.43112440950584	0.365397387460229
"1552731_PM_at"	-0.00232032260869564	0.98887808285158	0.00485724855307993
"1552732_PM_at"	-0.0184526308695652	0.835622297034313	0.0779899801927212
"1552733_PM_at"	-0.0975042943478261	0.680870457118816	0.16693550939432
"1552734_PM_at"	0.109685899130435	0.624613579785724	0.204388577963818
"1552735_PM_at"	-0.0354548634782609	0.774311135950499	0.111084494776149
"1552736_PM_a_at"	0.0186160239130434	0.918703509601833	0.0368246245436573
"1552737_PM_s_at"	0.327571580434783	0.367751155736245	0.434445953735483
"1552738_PM_a_at"	0.0466461247826087	0.738837544386974	0.13145104378702
"1552739_PM_s_at"	0.0720709147826088	0.671874642706624	0.172711749355866
"1552740_PM_at"	-0.00443313130434778	0.976250812927905	0.0104385914757635
"1552742_PM_at"	-0.103625736956522	0.652592948001479	0.185357623561616
"1552743_PM_at"	-0.00479739999999996	0.980410957674581	0.00859184345116026
"1552745_PM_at"	-0.0268022834782609	0.871818671783637	0.0595738339123194
"1552747_PM_a_at"	-0.0213257965217391	0.866286113327252	0.0623386473390582
"1552749_PM_a_at"	0.0786725260869565	0.731165505909194	0.135984305439786
"1552750_PM_at"	0.0931797534782609	0.373863317667659	0.427287144409944
"1552751_PM_a_at"	0.0504067817391304	0.753123466776275	0.123133819889477
"1552752_PM_a_at"	0.123490956521739	0.18697237468389	0.728222556076471
"1552754_PM_a_at"	0.0325303004347826	0.696641434065447	0.156990698624775
"1552755_PM_at"	0.379886737826087	0.0508066132950739	1.29407975364869
"1552757_PM_s_at"	0.0227442404347825	0.837585730857533	0.0769707299235561
"1552758_PM_at"	-0.0382189091304348	0.779531725882176	0.108166204920068
"1552760_PM_at"	0.0604531904347826	0.727993061270858	0.137872760063527
"1552761_PM_at"	0.11520533173913	0.558493287898548	0.252982041968496
"1552763_PM_at"	-0.0241854582608695	0.765408922242919	0.116106479584368
"1552765_PM_x_at"	-0.0150332517391305	0.853661267957032	0.0687144228001015
"1552766_PM_at"	-0.0293530069565217	0.782658195197119	0.106427862909489
"1552767_PM_a_at"	-0.0308043695652174	0.734236223458134	0.134164193436068
"1552768_PM_at"	0.0606405973913043	0.742296230816324	0.12942274467408
"1552769_PM_at"	-0.0842935104347826	0.593405838527394	0.22664818496937
"1552770_PM_s_at"	-0.299868415652174	0.0739529036844846	1.13104476920743
"1552771_PM_a_at"	0.0241434	0.822239785221757	0.0850015131014713
"1552772_PM_at"	0.411550308695652	0.577591342312788	0.23837932515788
"1552773_PM_at"	0.159865505652174	0.863156786108086	0.0639103107076645
"1552774_PM_a_at"	0.0668468113043478	0.361307290114132	0.44212327556345
"1552775_PM_at"	0.0394538439130435	0.804161374747935	0.0946567906420696
"1552777_PM_a_at"	-0.0219314926086957	0.898107582092912	0.0466716371513856
